C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16
2.869631,0.710355,-1.229452,0.776200,-1.897328,1.253577,1.206375,0.543584,-0.398589,0.082814,-0.931705,0.305053,0.067732,-0.621329,0.246324,0.025664,0
0.406080,0.171648,1.833070,1.034516,1.636377,-1.388343,0.084636,1.091600,-0.574170,-0.243136,-0.863235,-0.786069,0.728726,-1.211182,-0.290554,0.514561,1
1.060594,0.193226,0.682837,1.842850,3.519736,0.822084,-0.070395,-0.733895,-0.523726,0.550143,0.868448,0.093127,-0.051883,0.184566,-1.244285,0.708209,1
0.026553,-0.536458,0.949264,-0.816123,0.864128,0.267733,-0.854887,-0.628088,0.093658,-0.461875,0.498122,1.600337,1.655350,0.662699,-1.148859,1.298948,1
1.343111,0.423436,0.032886,1.956865,2.564688,-1.808667,0.354155,-2.205889,0.252737,1.421036,1.451620,0.126004,-0.026767,1.500015,1.946240,-1.237229,1
0.108548,0.527995,0.577284,0.770802,-0.930752,-1.270900,0.849327,1.583481,0.197833,-1.114816,-0.218046,0.224986,2.698812,0.315819,-0.788362,1.001915,0
-0.348465,-0.679177,-0.376223,-1.387488,0.217849,0.017613,-0.995799,0.545887,0.108889,-0.040765,-0.728702,0.049698,1.165637,1.214038,-0.784201,-0.384824,1
0.755480,0.225777,0.777125,1.073528,1.442002,-0.372230,0.181479,0.542618,0.175589,-1.353248,1.029921,-0.919502,1.302262,0.017511,0.477801,-0.102929,1
0.700126,-0.703035,1.227203,-1.380611,0.363058,-1.313609,-1.044362,-0.364499,-1.797927,-0.548800,-1.122890,0.292165,-0.692086,-1.124070,0.225598,-1.029743,1
-0.700625,-0.102957,1.569751,-0.724871,-1.239630,1.547720,-0.025276,-1.210733,-1.995757,1.971184,-0.415054,-1.019576,0.260786,0.366433,-0.048482,0.024815,0
1.381919,0.294797,1.002067,0.734732,0.233146,0.578337,0.399865,0.468580,-0.766754,-0.411936,0.588716,-0.275765,-1.690490,0.120159,-0.126172,2.025694,1
-0.849732,-0.538364,-0.857521,-0.522793,1.599886,-0.591313,-0.930279,-0.130325,-1.661126,1.228590,-0.108995,0.108408,-1.259952,-0.171868,0.715747,-0.835681,1
1.671314,-0.205679,0.699470,-1.219245,-1.910413,-2.443049,-0.106392,0.365328,-0.804414,0.971632,-0.196342,-0.599095,1.896990,0.095907,-0.147076,-0.089137,0
-0.012016,0.232837,0.425613,0.365074,-0.348208,-0.086032,0.368393,-1.574314,-1.190448,1.486912,-1.200408,-1.834762,0.775775,0.477025,-0.983348,-0.257596,0
-0.737498,-0.805187,1.334678,-1.405283,0.850957,-0.087440,-1.239080,0.775655,-0.586632,-1.162543,-1.075428,0.719121,-1.270367,-1.291432,0.414050,0.363784,1
1.814187,-0.673841,0.031576,-1.391289,0.179770,-0.574114,-0.984383,-0.227978,-0.627322,-2.421145,0.589269,0.115871,-0.330772,0.033833,-2.256642,-2.974117,1
0.518133,-0.230234,-2.212147,-0.686093,-0.459781,-0.825147,-0.284868,0.892898,1.833145,-0.204288,1.082313,2.142347,0.850971,-0.346679,-0.655893,-0.349495,0
0.232024,-0.777475,0.805019,-1.225612,1.146437,-0.840382,-1.228507,-1.853860,2.162505,0.058371,1.080448,0.568115,-0.135089,-0.183877,0.189197,0.437978,1
0.210737,0.339519,-1.161950,1.212615,1.174811,-0.329425,0.371029,-2.273719,-0.748586,2.117399,0.661277,1.006206,-1.155230,-0.802934,-1.287552,0.356256,1
1.157634,0.141932,0.645554,0.187260,-0.299524,0.563798,0.233182,-1.272034,-0.856673,-1.467010,-0.407128,1.832670,0.328774,0.988795,0.692211,0.086374,1
-0.307212,-0.708493,0.624287,-0.924514,1.520484,1.111391,-1.166489,-0.790209,-0.823856,-1.711261,0.677664,-0.851465,1.170918,-0.098545,0.591879,0.398359,1
-1.355919,0.318110,-0.376141,1.414722,1.789740,0.660207,0.279592,-0.105773,0.984429,-1.424600,-0.532045,1.026433,-2.091335,-0.585669,0.643515,0.631151,1
0.148066,0.617324,0.489390,0.988738,-0.871732,-0.905586,0.971642,-0.789321,0.335675,-1.036390,-0.356307,-0.707046,-0.875818,0.781941,-3.087965,-0.733756,0
-1.964395,0.800991,0.856316,1.545863,-0.480707,0.362714,1.196500,1.730445,0.003010,1.023171,0.486962,-0.416004,0.937463,-1.281030,0.405130,0.239271,0
0.235722,0.209180,0.788719,0.092458,-0.895368,-1.000176,0.388490,-1.484408,0.745850,-1.118059,-0.006064,2.322366,-0.761421,0.949055,-0.165682,0.731429,1
-1.561339,-0.290638,0.226948,-0.626048,0.013320,0.128789,-0.418238,-2.382262,0.618897,0.224748,-0.656159,1.473381,0.608747,1.102061,0.334216,1.078150,0
-0.223136,0.259685,-0.794246,-0.119945,-1.692110,2.529522,0.539619,-0.468067,0.420949,-0.513266,0.532279,-0.522459,0.327364,0.195300,2.037974,-0.408440,1
1.801541,0.125326,-1.340866,0.337715,0.161841,0.528788,0.163800,-0.449404,-2.112370,-1.581793,0.895749,0.194718,-0.419677,-1.101110,-0.286727,-0.461964,0
-0.206807,0.781819,-1.008895,1.415670,-0.699698,0.702808,1.190623,-0.519207,0.646793,0.048934,-1.298576,-1.961126,0.764541,0.003809,-0.395227,-1.910069,0
-0.603044,0.380751,-0.668289,1.268355,1.091116,0.739083,0.438441,-0.355104,-1.038547,0.034687,-1.094615,0.142624,0.184384,-1.213291,0.824728,0.664521,1
-0.615229,0.175821,-0.022133,0.880076,1.231962,-1.195512,0.130559,-0.257072,-3.043946,-0.733879,-0.831746,-0.104985,-0.226053,-0.820354,1.607537,2.227563,1
0.690091,0.160448,1.407030,0.143629,-0.506937,-2.074567,0.280225,0.759871,1.408716,0.592280,-0.116115,0.659970,1.318989,-0.052971,-1.002234,1.089268,1
-0.014807,-0.697690,-0.343253,-1.241627,0.678097,-0.763307,-1.067806,-0.114331,1.170458,0.773860,0.186101,-1.956560,2.329421,1.664984,0.580117,1.662093,1
-0.087667,-0.730068,-0.220955,-1.147127,1.085818,-0.895729,-1.154516,-1.245091,2.738078,-1.751360,-0.361669,0.991250,-1.888545,-1.176205,-1.799568,-2.289772,1
-1.304818,-0.404643,0.843038,-0.991801,-0.278707,0.467210,-0.552941,-0.123460,-0.035873,-1.629781,-1.077897,0.926799,1.004329,-1.943366,-1.045033,0.130266,0
1.211902,-0.661061,-0.229028,-0.938865,1.230112,-0.172548,-1.069773,2.623342,-1.498335,-0.655557,0.084915,1.658402,-1.757629,-0.816468,-0.623550,-0.392225,1
-0.768102,0.236667,-0.931439,0.132613,-0.943751,0.033705,0.432698,-0.052905,0.277889,1.507600,0.633543,0.073055,-0.233011,0.674951,0.726364,-0.564275,1
0.271838,-0.405431,-0.808715,-1.508280,-1.551917,0.460650,-0.428340,0.166800,-0.401180,-0.274217,1.764825,-0.504275,0.585791,0.897032,1.426184,-0.088551,0
0.712351,-0.528025,-0.734678,-1.446157,-0.739493,0.064059,-0.684430,-1.007836,0.457788,-0.465012,1.018307,-1.039272,0.575708,1.884697,0.168551,-0.789034,0
0.101890,-0.537528,-0.573734,-0.562696,1.496699,0.069541,-0.918890,-0.713171,0.086210,0.348890,-1.877812,1.501968,2.340079,-0.168957,0.515815,1.473653,1
0.246281,0.187116,0.085907,1.652503,3.081769,1.384140,-0.035910,0.803506,0.031259,0.421329,-1.004904,0.063857,-0.498560,-0.322045,1.202755,-1.901883,1
0.341165,0.270894,0.685307,1.489240,2.227769,-1.089823,0.168604,0.023976,-0.585790,-0.940237,0.032951,-0.906367,-0.310402,0.454956,-0.875059,1.148879,1
-1.268985,0.752038,-0.247305,1.326700,-0.759722,-0.077215,1.153829,-0.024143,0.360844,1.967901,-1.313234,-0.643681,-0.225793,-0.104332,2.143876,-2.094464,0
0.190554,0.249595,0.570567,0.854288,0.771751,-1.470726,0.281834,0.907287,1.027991,-1.813489,-0.228963,-0.257608,-0.436591,0.499061,-0.274393,-0.199188,1
0.761191,0.040306,0.623989,-0.218209,-0.756297,0.462649,0.132504,-0.292662,0.486272,1.661690,0.872309,0.810838,0.928019,-2.050212,0.465487,-0.659712,0
-0.094458,-0.338305,-0.163605,-1.257375,-1.292046,-0.701840,-0.357709,3.045166,0.184335,1.578698,0.717912,-1.573273,-0.719917,0.786737,0.594352,-0.442864,0
-0.096955,-0.182655,-0.757535,-0.991293,-1.470325,1.448297,-0.116823,0.905154,-0.529650,-0.658863,0.619376,-0.552960,-0.819260,0.012329,0.098379,0.180452,0
0.388321,0.214716,0.690668,0.468722,0.005531,-1.793244,0.307465,-0.020908,1.340859,1.469589,1.425974,0.897251,0.473011,-0.659499,0.237481,-0.399062,0
0.106376,0.664858,0.013369,1.543853,0.245850,1.015422,0.929466,0.616846,0.013824,-0.931817,2.336180,0.711327,-1.331835,-1.266833,1.849450,-1.814986,0
-0.833509,0.466352,-1.635441,1.118131,0.259570,-0.318186,0.643353,-1.118065,-0.621614,0.620599,1.974642,0.360310,0.365125,-0.855210,0.271336,-0.541635,0
2.730381,0.345951,2.165124,2.021954,3.142047,0.857466,0.185987,0.178896,0.099432,0.678675,2.564626,0.794895,0.219212,-0.073074,-0.646167,0.120035,1
0.684408,-0.694691,-0.822490,-1.135279,0.925019,1.168359,-1.087887,-0.357042,0.066533,-0.688973,0.729859,0.935747,-0.092941,-0.658425,1.074810,0.024151,1
0.910509,-0.033632,-0.044956,-1.304574,-3.045975,-2.092838,0.252550,-0.611126,-0.912423,-1.896427,-0.233747,-0.585280,0.167279,0.842506,-1.793653,0.894918,0
0.250928,1.082074,-1.897298,1.709185,-1.587175,-0.074830,1.708981,-0.902478,0.774914,-0.491730,-0.486268,-1.941109,0.435227,-0.135424,-0.084276,0.985403,0
-1.298053,-0.410278,1.140284,-0.422785,1.158961,-0.974852,-0.702996,0.003746,1.099205,-1.071733,0.091370,-1.657064,-0.962952,1.239744,-1.872902,-0.270365,0
1.071708,0.585812,-0.029403,0.940288,-0.822230,0.133385,0.921548,0.753151,-1.656532,0.246420,0.952621,0.100737,-1.023125,0.874732,-0.985863,0.586488,0
-0.851754,0.352880,0.825418,0.886414,0.296200,-1.747685,0.476959,0.985646,-0.110354,-0.961540,0.378845,0.843288,-0.452208,1.120674,0.320557,0.349924,1
0.683308,-0.312396,-0.793339,-1.019243,-0.842281,0.445581,-0.364958,-1.863603,0.308030,-0.239259,0.432879,-0.659360,-0.254902,-0.943992,0.255605,-1.109152,0
1.961854,0.822866,1.056591,0.820675,-2.391911,0.040231,1.416613,-0.691373,0.647225,-0.155195,-0.949528,0.413930,-0.365857,-0.834600,-1.169622,0.541190,0
-0.262832,-0.254845,1.130348,-0.771319,-0.538326,0.162763,-0.312417,0.192789,-0.593521,1.821287,1.290622,-0.259896,2.026281,0.667237,1.908072,-0.768105,0
-0.770592,0.413683,-0.045845,2.039355,2.821118,-0.908788,0.314842,-1.983541,1.579154,-2.037258,-0.492512,-0.695978,0.917257,-0.570059,-0.492448,-0.663355,1
1.405302,-0.578524,0.164288,-0.496443,1.880865,-0.853975,-1.015636,-0.198478,0.521237,2.542027,-0.101036,-2.363790,0.553619,1.069303,-0.641674,0.018971,1
1.825837,-0.346820,0.305244,-1.310124,-1.376752,0.092131,-0.361560,-1.317340,1.126923,0.315410,0.347126,1.539514,-0.168922,-1.500899,0.195729,0.126951,0
2.285166,0.209779,-0.891541,0.541111,0.211101,0.119004,0.280084,-1.078409,0.687352,0.016062,0.239816,-0.003901,-0.399155,-0.150787,-1.286157,1.359567,1
1.533034,-0.715470,-1.115938,-1.226519,0.811007,-0.925052,-1.106436,0.718317,0.196405,0.520781,-0.072689,-0.435764,-1.618413,0.468538,-0.319919,-0.814604,1
0.604682,0.226075,-0.311106,1.034360,1.343521,1.171303,0.191632,-0.550160,-0.521932,-0.735265,-0.082520,-0.367617,-0.592831,1.380752,-1.631048,-0.022129,1
0.858988,0.262008,1.204208,1.325055,1.869431,-1.202364,0.191243,-1.175620,0.078102,1.228855,-0.958117,0.692988,-0.822289,-0.700869,0.284308,-2.140072,1
0.262823,-0.568495,0.236790,-1.065639,0.419139,0.198887,-0.856902,-0.895461,-0.188725,-0.726112,0.067051,0.679957,-0.606821,0.037630,0.466606,1.137003,1
-0.346210,0.407728,-2.222137,1.519817,1.568107,0.532280,0.430037,0.269785,0.713859,0.039279,0.102405,-1.261436,-0.377585,-0.348649,0.969970,-0.342067,1
-0.259434,-0.250945,0.761139,-0.927076,-0.944531,1.999440,-0.266708,0.644831,-0.499102,0.268012,0.299092,-0.481851,0.387616,-1.807243,-0.761480,0.364075,0
-0.181739,0.235829,-0.238177,0.477998,-0.084979,0.159934,0.346690,1.260692,-2.847245,-2.284568,1.455531,0.767502,0.757846,-0.375876,0.141022,0.772452,1
-2.582264,-0.251166,-1.335991,-1.374006,-2.048767,-0.255900,-0.157980,0.165070,-1.074814,0.316611,-1.802193,0.984184,-0.955398,-0.103097,2.083292,1.790786,0
-0.162757,0.190879,-0.776556,1.688042,3.149448,0.057232,-0.037195,-1.817625,-0.433389,-1.109097,1.064906,1.947506,0.415630,0.637808,2.486781,0.236725,1
0.650470,-0.668101,0.502216,-0.919597,1.315599,-1.468838,-1.088315,-0.140552,0.325214,0.085072,0.264947,1.285011,0.784452,-0.152965,-0.424427,-1.388008,1
0.116629,-0.311817,-0.398557,-1.486030,-1.999929,-0.556864,-0.249808,1.434992,-0.262136,1.445040,-0.841642,-0.549367,0.810702,0.511577,1.003486,-1.946161,0
0.598663,-0.793454,1.837823,-1.777997,-0.133948,1.001925,-1.124989,-0.835750,0.303560,1.012800,-0.002362,1.047363,0.798050,-0.244612,1.513094,-2.004133,1
1.505023,-0.712574,0.674231,-1.250227,0.736805,-0.292407,-1.094954,-0.148566,0.492773,0.161681,-1.131516,-1.245364,1.248524,-0.463997,-0.264697,-2.238002,1
-0.313152,1.001215,-1.126184,1.725595,-1.112080,1.049851,1.546071,0.270630,0.445366,0.550337,-1.021461,2.007203,0.284240,0.021965,-0.106490,-1.186749,0
-0.706304,-0.835946,0.590864,-1.750870,0.161480,-0.620950,-1.215118,0.514527,0.509053,-0.809722,-0.874859,-0.250505,-0.041585,-0.382953,0.913329,-1.676915,1
-1.049744,-0.574598,-2.288344,-0.579432,1.654506,-0.005036,-0.987651,1.179463,0.387632,-1.444593,0.294552,0.821237,0.790397,0.209496,0.076470,-0.015475,1
0.032250,-0.727090,-2.176493,-1.059913,1.285524,-1.459482,-1.169964,-1.106110,-0.734452,0.052705,-0.385672,-1.107530,-1.275528,-0.256736,-0.146791,0.118722,1
0.121090,-0.723170,0.446712,-1.124413,1.104927,-0.168976,-1.146507,-0.492245,0.214908,0.072117,1.692534,-0.068609,1.258444,-0.398607,-0.593326,-0.476946,1
0.541246,-0.208427,-1.869529,-0.690752,-0.588487,0.176153,-0.240876,0.517993,-0.099291,-0.792361,-0.773784,0.633577,2.131717,0.033298,1.776280,-0.703202,0
-0.445621,-0.104099,1.689824,-0.417518,-0.473293,-0.544537,-0.102592,-2.638305,0.197230,0.570999,-1.777582,0.392328,1.586409,-0.922034,-0.699426,-0.204982,0
-0.267252,0.268433,0.919799,0.343858,-0.591963,0.432009,0.443527,-0.220653,0.893723,0.947971,-0.140961,0.609117,-0.330657,0.283274,-0.388276,0.893088,1
-1.323163,0.769183,-0.338958,0.963477,-1.750239,0.257804,1.276239,0.318058,-0.010964,-0.479900,-0.850475,-0.593444,1.641846,0.802062,-0.586791,0.426935,0
0.195888,-0.343445,0.707686,-1.454779,-1.752677,1.374815,-0.319596,-0.592600,1.217094,1.212228,-0.493217,1.864012,0.437050,-0.940979,0.459896,-1.143755,0
1.543639,-0.713035,0.977082,-1.249636,0.740746,1.560558,-1.096005,-0.480167,-0.549689,1.000610,0.119831,-0.685035,-1.095830,-0.813028,-0.460660,-0.277661,1
1.459442,0.270909,-0.656566,1.162817,1.420327,-0.129380,0.248361,0.684150,-0.987454,1.130030,1.330383,0.271261,-0.661708,1.039525,-0.247094,2.310627,1
-0.947265,0.466286,1.220865,2.125015,2.750323,0.238576,0.397292,-1.953872,-0.134111,-1.646629,1.024170,-0.333787,2.003292,-1.085693,0.311904,-0.134908,1
-0.904159,-0.462196,1.065010,-0.300431,1.740574,-0.391921,-0.834909,-2.194897,-0.512213,-0.031056,-1.134065,-0.303237,-1.913106,-0.942546,1.074790,1.945399,1
0.805022,0.517346,-0.293863,0.814940,-0.764356,-0.296847,0.817618,0.119522,-0.789500,0.451008,0.708668,-0.055734,0.641598,0.231814,0.099206,0.960077,0
-0.684688,-0.710148,0.332221,-1.103352,1.087048,0.519797,-1.126062,-0.149463,2.347088,-0.865052,-0.170358,-2.287638,-1.073961,-0.383293,-0.933772,-0.820941,1
-0.118556,0.244187,-1.583830,0.467096,-0.156856,0.660708,0.365778,0.175874,1.182944,0.150498,0.568087,-0.739802,-0.187368,0.993118,-0.477864,-0.023110,0
-1.336979,-0.770257,0.542549,-1.575584,0.242042,-0.030594,-1.128842,0.606806,0.844669,0.713917,-0.633224,-0.364250,-0.632744,-1.332872,0.986201,-1.451440,1
-1.853006,-0.150378,0.075752,-0.662464,-0.830448,0.991286,-0.133711,-1.513078,-0.823185,-0.383482,-1.286257,-0.500744,-0.022051,0.613871,0.045511,-0.215257,0
0.554517,-0.453860,1.079513,-0.178201,1.998104,2.395783,-0.848382,2.727313,-1.811478,-1.035931,1.147893,1.693637,0.548792,0.069112,0.749828,-0.786354,1
0.251687,-0.365962,2.646779,-0.962878,-0.415023,0.059558,-0.483992,1.002442,0.544637,0.649495,0.830551,-1.496290,0.547475,-0.354899,0.064511,0.359775,0
0.972773,-0.616179,-0.393371,-0.761686,1.427164,-0.855075,-1.024849,1.051196,1.073417,0.334972,-0.265552,0.885520,-0.594177,0.860463,-0.380658,-2.206139,1
0.338022,0.977272,-2.634772,1.054794,-2.642565,0.239253,1.662863,0.200270,0.156473,1.646361,-0.956350,0.109628,-0.480937,1.752268,-0.345143,-0.225956,0
0.483444,-0.470264,-0.534961,-0.291708,1.805506,-0.294860,-0.852895,-0.718811,-2.395913,-0.072897,1.732721,-0.166345,0.487375,1.663549,0.239687,-1.477422,0
1.744968,-0.928087,-0.731248,-2.134481,-0.292207,0.010284,-1.302493,-1.551064,-2.003604,1.662187,-0.818481,-0.144816,-1.065145,-0.235889,0.629035,0.092568,1
0.296578,0.921878,0.991472,1.088795,-2.260800,1.830126,1.545699,0.551383,0.224754,2.155804,-0.047230,1.406748,0.519405,0.877759,0.791406,0.190059,0
0.947316,-0.694130,0.742595,-1.781692,-0.676819,2.406383,-0.928898,-0.089445,2.118169,-0.745966,-0.407182,1.674064,-0.910558,-0.378015,-0.827274,-0.437998,1
1.061229,-0.592363,-1.815374,-1.300312,-0.033039,0.095993,-0.846487,0.549948,-0.972979,-0.684050,-0.875782,-0.113016,1.133861,-0.720247,-0.240251,0.525378,0
0.372635,0.250821,0.716742,1.800597,3.105738,1.557309,0.053108,-0.878140,-1.202397,0.069601,0.588543,-0.190869,1.065159,0.327465,-1.129395,-0.562314,1
-0.168816,0.339905,0.053472,1.764415,2.537543,-0.984106,0.237011,-0.230271,0.800357,-0.571696,-0.608986,0.279740,0.238749,-0.148195,-0.087047,1.282877,1
0.371853,0.308727,-1.532869,0.607880,-0.155461,0.041914,0.458224,1.993713,0.148363,1.930923,-0.273478,0.268622,-0.182320,-1.453453,-0.630540,-1.950933,1
0.637586,-0.127920,0.704546,-1.064236,-1.944863,0.142890,0.008556,1.149001,-0.067159,-1.082376,-1.220208,-0.643382,-0.042974,1.128023,-1.677075,-2.929540,0
-0.806514,-0.251404,1.005380,-0.710219,-0.405693,-0.235191,-0.320578,0.054650,-0.390077,-1.643741,-0.442446,0.249844,-0.894776,-0.038378,-0.049197,0.083759,0
0.292599,-0.597956,1.535844,-0.855536,1.097109,0.293167,-0.966114,0.907292,-1.587907,-0.236995,-1.746340,-0.342826,1.174673,0.389301,1.085542,0.458650,1
-0.238877,0.328764,-0.814379,0.424721,-0.716151,-0.656379,0.542336,-0.023544,-0.407526,1.209739,-1.585621,-0.814197,0.079795,-0.374017,1.212649,0.091722,1
-0.174041,-0.340205,-0.393020,-0.666373,0.179934,0.631471,-0.505796,-1.597172,0.421486,-0.158145,-1.281759,-1.482051,0.451740,-1.347869,-1.101928,-1.295162,0
-1.008842,0.161344,-0.110117,0.392363,0.103463,0.545011,0.221232,-0.600043,-0.234298,-0.274310,0.976452,0.046621,0.382976,1.449668,-1.552717,-0.629978,0
1.312157,0.866385,-0.409879,1.009833,-2.157910,-1.479769,1.455934,-0.328196,0.108004,-1.800794,-0.469000,1.409626,-1.044258,1.816098,-0.955731,1.216614,0
0.574830,-0.206172,-0.105057,-0.767934,-0.791502,-0.874302,-0.217594,-0.575730,0.330265,1.336198,0.683399,-0.275321,-2.250898,0.420060,0.014687,-0.187842,0
-0.288680,-0.595774,-0.514561,-0.944797,0.864608,-0.943624,-0.940024,1.552615,-0.274365,-0.644126,-1.296696,0.052300,2.341975,-0.233777,-0.220432,-0.557579,1
-1.273417,0.920352,-0.782240,1.496860,-1.243303,-0.564571,1.443031,-0.623056,-1.147507,-0.453989,0.430757,-0.035911,-0.403505,-0.181825,-0.478282,0.791640,0
0.446370,0.025990,-0.124237,0.518427,1.142604,-0.112092,-0.075551,0.992358,0.313500,1.524824,-1.950457,-0.051792,0.674471,-1.798736,1.456286,0.294245,0
-1.488133,-0.363575,0.896262,-0.587143,0.501481,-0.234032,-0.571074,-0.166832,-0.391425,-0.604498,0.047234,1.505318,0.098707,0.420797,0.228701,0.395725,0
0.704525,-0.527533,0.628146,-0.064282,2.675754,0.024007,-1.020986,-0.360621,-0.984085,0.876142,1.416782,0.284094,0.151152,-0.126334,1.153792,0.042855,1
1.054794,0.177332,-0.083323,0.949787,1.396266,0.632664,0.116501,0.077350,1.570774,1.277102,2.344067,-1.054523,1.162185,-0.020593,1.149774,0.352456,1
-0.110068,-0.772997,0.956914,-1.709492,-0.074439,-0.698478,-1.101520,0.389612,0.090430,0.594851,0.024468,-0.065135,1.427236,0.865485,-1.489763,-0.209374,1
-0.024328,-0.310301,-1.292172,0.324015,2.468844,0.583848,-0.688932,-0.736798,-0.485668,1.882773,0.665920,-0.152147,-1.119061,-0.247605,0.582284,-0.210872,1
-0.843517,-0.278893,0.206774,-0.458359,0.364962,-0.598511,-0.436115,0.903061,2.070816,-1.949550,-0.986179,-0.990233,1.534576,-0.158940,-0.152651,0.996799,0
0.311502,-0.163411,1.114787,-1.226881,-2.156429,0.412217,-0.021464,0.376851,0.423407,2.333990,-0.551102,1.325805,-0.557731,-0.073925,0.270198,-0.553078,0
-0.815720,0.312268,-0.068734,0.591922,-0.213959,-2.633305,0.469080,1.683005,-1.705004,-0.499301,-0.918211,0.096703,0.416248,0.073035,-0.278836,1.286798,1
0.224308,0.348680,-0.657162,1.569960,2.009433,-1.047092,0.301749,0.329904,0.543190,1.152881,0.983843,-0.890717,0.495596,2.000327,-0.092841,1.317138,1
-0.110237,-0.774409,-0.142019,-1.653120,0.072574,-0.838369,-1.118062,2.104488,0.807971,-0.414047,0.270059,0.672761,-1.428302,2.031515,0.002398,0.347831,1
-0.139123,0.071153,-0.800223,0.466482,0.771438,-1.874897,0.025888,-0.070010,1.506467,2.065574,-0.069533,-0.406685,0.604778,-0.200910,0.895692,1.413558,0
-0.067311,1.368298,0.939947,1.669262,-3.223967,0.460095,2.281207,2.010640,-0.091023,1.111569,-0.495028,-1.496567,1.071834,1.567907,-0.292529,1.239239,0
-1.593000,0.411630,0.320320,0.805116,-0.220583,0.892446,0.612270,-1.251546,0.374842,0.881395,2.076549,-0.421761,0.447968,1.524192,0.593515,-0.192432,0
0.601347,1.019644,0.241297,1.487055,-1.801109,0.153511,1.640550,0.272723,0.168729,0.387609,0.658984,2.013267,0.064313,-1.706306,-0.579144,-0.732850,0
1.007293,-0.692109,-0.381406,-1.353729,0.370837,-1.228834,-1.029457,0.778339,-0.131023,1.337485,1.220103,-0.480994,0.034017,-0.912575,-0.106063,-0.155168,1
0.312692,-0.627266,0.613107,-0.877489,1.200313,0.086790,-1.018351,0.833620,-2.065869,-0.699275,-0.816089,0.269936,0.067795,0.623877,0.962816,-0.929187,1
1.691443,-0.792198,-1.042336,-1.557619,0.404377,-0.184361,-1.176348,0.929774,0.700017,0.608512,-0.772125,-0.184191,-1.138777,0.585197,0.985675,0.299526,1
1.273656,-0.450167,0.688533,-1.067009,-0.220094,-0.384847,-0.624034,0.481675,2.357669,-1.123927,0.821211,-0.027003,-1.079847,2.453194,1.454403,-0.535365,0
0.516604,-0.639433,-0.754509,-1.088109,0.744753,-0.286401,-0.990817,-0.641606,1.298426,-0.333807,1.800460,0.936354,-0.059713,-0.897235,-0.435077,0.425258,1
-1.270901,-0.484327,-1.313844,0.054961,2.738517,-0.131343,-0.965205,2.070462,-0.755907,-0.546083,-0.627330,-0.382408,0.901257,1.332742,-0.307452,0.351692,1
1.419965,-0.762393,-1.016813,-1.612178,0.109270,1.929558,-1.104449,0.909894,-0.285430,-1.737876,1.012295,-0.514498,-0.215446,0.498550,-0.719001,0.237232,1
0.003676,0.284775,0.066947,1.073794,1.125628,-0.122196,0.297355,0.739261,0.844807,-0.049008,0.563717,0.139475,-1.541764,-0.236105,1.462226,-0.086849,1
0.980990,0.246653,0.970413,0.434658,-0.250341,-0.630691,0.378547,0.342711,0.529525,0.510055,1.761113,-1.746142,-2.071965,-1.185476,-0.787882,-0.461339,1
-1.220936,-0.562113,1.735146,-0.779921,1.091534,1.209387,-0.914147,0.950825,0.097545,0.474351,-0.607061,-0.877303,1.136457,-1.703495,-0.159874,1.225585,1
0.594830,0.239111,-1.834113,0.595579,0.188205,0.447743,0.324421,0.555144,0.347341,2.276451,0.465368,-0.495674,0.057805,-0.718365,0.682289,-0.634417,1
-0.604200,-0.690614,-0.144085,-1.020875,1.186074,-1.702290,-1.107819,-0.171057,-1.035032,1.303652,0.445968,0.624267,-1.080466,1.200072,-1.538829,-0.951547,1
0.736984,-0.958746,1.083813,-2.248976,-0.410647,0.091915,-1.334777,0.679809,-0.867608,0.622759,0.390849,0.782333,0.950711,1.459581,0.230781,0.626731,1
0.183593,0.399680,1.564340,1.759216,2.203479,0.686815,0.355747,0.787009,-0.185015,-1.050732,2.885034,0.610635,-0.685663,-0.002716,-1.305760,1.104845,1
-0.673038,0.405652,-0.830543,0.930002,0.120430,-0.338100,0.570019,-1.240363,-0.482093,-0.560254,1.909461,-0.476374,-0.652331,-0.453045,-0.540241,1.213950,1
-0.745068,1.176761,-0.482961,2.210850,-0.855176,0.896243,1.772523,-1.494182,-0.293667,-0.442913,-1.350444,0.969375,0.467914,-2.062249,-1.527397,0.411018,0
0.987281,0.347042,-0.004962,1.115433,0.894022,-0.402946,0.409548,-0.129474,-1.738135,-1.796831,1.448287,0.646256,-0.185182,0.545206,1.223334,-0.312578,0
0.316607,-0.300201,-0.649183,-0.964140,-0.771521,0.861337,-0.354452,-0.476791,0.387685,0.203145,0.980943,-1.928544,1.027024,-1.550711,-0.329988,0.927936,0
-0.039441,-0.429042,1.356075,-0.881875,0.124291,-0.195847,-0.627738,0.107777,-0.207336,1.510383,-2.317249,0.015784,-0.936556,-0.732669,-1.061813,1.051210,0
0.199284,-0.737139,0.623336,-1.639051,-0.092898,-0.447980,-1.048259,1.549727,-0.020620,0.745354,-1.166991,-0.169997,-0.666863,-0.459629,-0.328217,1.042025,1
0.382929,0.483038,-0.730253,1.374530,0.804078,0.929653,0.613518,-0.658317,0.745200,0.435164,-0.261297,0.730415,-0.858829,0.880807,-0.611149,0.671377,1
1.140795,0.127035,0.641815,0.588396,0.772690,0.098477,0.105928,-0.496955,-0.713110,-1.321722,-0.904071,-0.305103,-0.129769,0.604659,1.240813,-0.923507,1
